Time.time,Fish.FishCount,Fish.FishCountMale,Fish.FishCountFemale,Fish.meanViewRadius,Fish.meanImpulseTime,Fish.meanKyuukaku,Fish.meanSoshakuJikan,Fish.meanMatingRestJikan,Fish.meanMatingAge,Fish.meanJumyo,Fish.meanPotentialBenefitOfMovement,Fish.meanMinimumEnergyToMate,Fish.meanMinimumLifeToEat,Fish.meanRelativeBenefitParameter,Fish.meanRelativeCostParameter,Fish.meanMinimumDistanceFromPredator
1268.615,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1269.721,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1270.816,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1271.913,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1272.994,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1274.086,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1275.166,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1276.276,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1277.364,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1278.464,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1279.557,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1280.655,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1281.746,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1282.832,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1283.928,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1285.016,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1286.107,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1287.212,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1288.311,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1289.402,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1290.497,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1291.62,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1292.719,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1293.835,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1294.844,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1295.953,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1297.051,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1298.163,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1299.253,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1300.347,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1301.449,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1302.539,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1303.634,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1304.737,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1305.838,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1306.925,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1308.062,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1309.116,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1310.167,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1311.22,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1312.28,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1313.388,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1314.477,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1315.583,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1316.674,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1317.752,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1318.835,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1319.906,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1320.987,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1322.074,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1323.16,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1324.253,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1325.343,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1326.448,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1327.534,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1328.615,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1329.725,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1330.824,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1331.911,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1333.006,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1334.083,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1335.162,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1336.249,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1337.327,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1338.42,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1339.509,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1340.589,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1341.682,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1342.761,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1343.843,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1344.924,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1346.005,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1347.086,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1348.182,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1349.271,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1350.355,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1351.429,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1352.505,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1353.593,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1354.667,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1355.741,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1356.827,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1357.912,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1358.981,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1360.056,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1361.144,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1362.225,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1363.297,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1364.371,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1365.444,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1366.522,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1367.595,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1368.68,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1369.761,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1370.837,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1371.908,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1372.996,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1374.075,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1375.165,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1376.261,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1377.354,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1378.436,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1379.528,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1380.616,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1381.701,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1382.791,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1383.882,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1384.981,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1386.064,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1387.154,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1388.244,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1389.341,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1390.433,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1391.522,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1392.613,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1393.699,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1394.79,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1395.885,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1396.968,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1398.06,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1399.148,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1400.229,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1401.327,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1402.413,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1403.515,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1404.607,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1405.692,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1406.786,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1407.871,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1408.957,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1410.029,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1411.1,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1412.175,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1413.26,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1414.334,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1415.412,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1416.488,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1417.557,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1418.641,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1419.717,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1420.786,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1421.86,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1422.944,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1423.969,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1424.991,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1426.021,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1427.134,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1428.207,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1429.299,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1430.383,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1431.477,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1432.582,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1433.613,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1434.64,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1435.727,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1436.798,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1437.876,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1438.963,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1440.056,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1441.154,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1442.279,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1443.366,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
1444.44,0,0,0,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,-Infinity,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,Infinity
